buildupArea_sqft,bathrooms,bhk,flat_price,location1,age_of_property,furnishing,bedrooms,balcony,parking
1000,2,2 BHK Flat,2.7,Mahim,recent construction,Semi Furnished,2,0,yes
1000,3,2 BHK Flat,2.95,Santacruz West,modern property,Semi Furnished,2,0,yes
421,1,1 BHK Flat,0.54,Malad West,modern property,Unfurnished,1,0,yes
1725,3,3 BHK Flat,12,Malabar Hill,recent construction,Fully Furnished,3,0,yes
805,2,2 BHK Flat,2.1,Mulund West,new construction,Unfurnished,2,1,yes
4500,3,4 BHK Flat,18,Khar West,recent construction,Fully Furnished,4,0,yes
490,1,1 BHK Flat,1.85,Byculla,new construction,Semi Furnished,1,1,yes
551,1,1 BHK Flat,0.96,Kanjurmarg East,recent construction,Semi Furnished,1,0,yes
700,2,2 BHK Flat,1.8,Chembur,recent construction,Semi Furnished,2,0,yes
750,2,2 BHK Flat,0.62,Thane West,recent construction,Unfurnished,2,1,yes
996,3,3 BHK Flat,2.4,Goregaon East,new construction,Unfurnished,3,0,yes
1481,2,3 BHK Flat,3.2,Powai,recent construction,Semi Furnished,3,3,yes
854,3,3 BHK Flat,2.25,Borivali West,recent construction,Unfurnished,3,1,yes
600,2,1 BHK Flat,1.3,Goregaon West,new construction,Semi Furnished,1,0,yes
1030,2,2 BHK Flat,1.21,Mira Road East,modern property,Semi Furnished,2,0,yes
550,2,1 BHK Flat,1.05,Malad West,modern property,Unfurnished,1,0,no
1500,3,3 BHK Flat,8,Santacruz West,modern property,Semi Furnished,3,0,yes
1400,3,3 BHK Flat,3.51,Goregaon West,new construction,Unfurnished,3,1,yes
1881,3,3 BHK Flat,7.92,Santacruz West,mid age property,Semi Furnished,3,2,yes
525,1,1 BHK Flat,0.9,Kandivali East,modern property,Unfurnished,1,0,no
550,1,1 BHK Flat,0.75,Malad West,modern property,Unfurnished,1,0,no
1335,4,4 BHK Flat,4.43,Borivali East,new construction,Unfurnished,4,1,yes
1240,3,3 BHK Flat,3.1,Andheri East,new construction,Unfurnished,3,1,yes
1020,2,2 BHK Flat,0.72,Virar West,new construction,Semi Furnished,2,2,yes
1020,2,3 BHK Flat,2.1,Malad West,modern property,Unfurnished,3,0,yes
648,2,1 BHK Flat,0.9,Vikhroli East,recent construction,Unfurnished,1,0,no
663,1,1 BHK Flat,0.32,Virar West,recent construction,Semi Furnished,1,1,yes
545,1,1 BHK Flat,0.58,Goregaon East,recent construction,Fully Furnished,1,1,yes
1100,2,2 BHK Flat,1.35,Mira Road East,recent construction,Semi Furnished,2,3,yes
3000,5,4 BHK Flat,11,Dadar West,modern property,Semi Furnished,4,0,yes
1250,3,3 BHK Flat,3.4,Goregaon East,new construction,Unfurnished,3,0,yes
850,2,2 BHK Flat,0.46,Virar West,recent construction,Semi Furnished,2,2,yes
850,2,2 BHK Flat,0.36,Virar West,recent construction,Unfurnished,2,1,yes
2750,3,3 BHK Flat,7.3,Santacruz West,modern property,Fully Furnished,3,0,yes
1350,2,3 BHK Flat,2.35,Powai,new construction,Unfurnished,3,0,yes
1600,4,3 BHK Flat,7.2,Worli,recent construction,Semi Furnished,3,0,yes
750,1,2 BHK Flat,0.32,Vasai West,modern property,Semi Furnished,2,0,no
1400,3,3 BHK Flat,5.75,Bandra West,new construction,Unfurnished,3,1,yes
750,2,2 BHK Flat,1.35,Malad West,new construction,Unfurnished,2,0,yes
650,1,1 BHK Flat,1.05,Borivali West,mid age property,Semi Furnished,1,0,yes
890,2,2 BHK Flat,1.9,Mulund East,new construction,Unfurnished,2,0,yes
1200,2,2 BHK Flat,4,Santacruz West,mid age property,Semi Furnished,2,0,yes
2000,2,3 BHK Flat,5.5,Powai,new construction,Semi Furnished,3,2,yes
2100,2,3 BHK Flat,5.6,Dadar West,modern property,Semi Furnished,3,0,yes
780,2,2 BHK Flat,1.95,Powai,recent construction,Unfurnished,2,0,yes
1903,3,3 BHK Flat,4.4,Sion,new construction,Semi Furnished,3,4,yes
540,2,1 BHK Flat,2.15,Dadar East,new construction,Unfurnished,1,0,yes
740,2,2 BHK Flat,1.8,Bhandup West,recent construction,Semi Furnished,2,0,yes
595,1,1 BHK Flat,0.29,Nalasopara West,recent construction,Unfurnished,1,2,yes
650,2,1 BHK Flat,1.1,Borivali West,recent construction,Semi Furnished,1,0,yes
600,2,1 BHK Flat,1.15,Borivali East,modern property,Semi Furnished,1,0,yes
742,2,2 BHK Flat,1.28,Mira Road East,recent construction,Semi Furnished,2,1,yes
625,2,1 BHK Flat,0.9,Malad West,modern property,Unfurnished,1,0,yes
990,2,2 BHK Flat,5.25,Cuffe Parade,mid age property,Fully Furnished,2,0,yes
560,2,1 BHK Flat,0.34,Naigaon East,recent construction,Semi Furnished,1,2,yes
800,2,1 BHK Flat,2.29,Goregaon West,recent construction,Unfurnished,1,0,yes
850,2,2 BHK Flat,1.55,Malad East,new construction,Unfurnished,2,0,yes
600,2,2 BHK Flat,1.19,Ghatkopar East,new construction,Unfurnished,2,0,no
1150,2,2 BHK Flat,2.35,Powai,recent construction,Unfurnished,2,1,yes
2060,4,4 BHK Flat,3.55,Goregaon West,recent construction,Semi Furnished,4,0,yes
1000,1,2 BHK Flat,3.2,Andheri West,recent construction,Semi Furnished,2,0,yes
1132,3,3 BHK Flat,3.3,Chembur,new construction,Unfurnished,3,0,yes
981,2,2 BHK Flat,1.08,Mira Road East,recent construction,Semi Furnished,2,0,yes
472,2,1 BHK Flat,1.25,Kanjurmarg West,new construction,Semi Furnished,1,0,yes
600,2,1 BHK Flat,1.1,Malad West,new construction,Semi Furnished,1,3,yes
700,2,1 BHK Flat,1.3,Mulund East,new construction,Semi Furnished,1,0,yes
1300,3,3 BHK Flat,2.12,Borivali East,new construction,Unfurnished,3,0,yes
900,2,2 BHK Flat,3.65,Mazgaon,recent construction,Fully Furnished,2,0,yes
410,2,1 BHK Flat,0.52,Malad West,modern property,Unfurnished,1,0,no
1500,2,3 BHK Flat,5,Powai,recent construction,Semi Furnished,3,4,yes
565,2,1 BHK Flat,1.2,Andheri East,new construction,Unfurnished,1,0,yes
840,2,2 BHK Flat,2.19,Malad West,mid age property,Semi Furnished,2,0,yes
918,2,2 BHK Flat,3.9,Santacruz West,modern property,Semi Furnished,2,0,yes
900,2,2 BHK Flat,4.25,Bandra West,recent construction,Fully Furnished,2,0,yes
1100,2,3 BHK Flat,3.7,Mazgaon,modern property,Fully Furnished,3,0,yes
560,2,1 BHK Flat,0.92,Borivali East,modern property,Unfurnished,1,0,no
1100,2,3 BHK Flat,2.5,Dahisar West,modern property,Semi Furnished,3,2,yes
1600,4,3 BHK Flat,4.35,Ghatkopar East,new construction,Unfurnished,3,1,yes
500,1,1 BHK Flat,1.15,Andheri East,modern property,Semi Furnished,1,1,yes
711,2,2 BHK Flat,1.78,Goregaon East,recent construction,Unfurnished,2,0,yes
800,2,2 BHK Flat,2.35,Goregaon East,recent construction,Semi Furnished,2,0,yes
1100,2,2 BHK Flat,1.75,Borivali West,recent construction,Unfurnished,2,0,yes
1545,3,3 BHK Flat,2.8,Kandivali East,modern property,Semi Furnished,3,0,yes
1050,2,2 BHK Flat,2.3,Goregaon West,recent construction,Fully Furnished,2,0,yes
1200,2,2 BHK Flat,2.4,Chembur,recent construction,Semi Furnished,2,1,yes
2455,4,4 BHK Flat,17.6,Parel,recent construction,Semi Furnished,4,1,yes
763,2,2 BHK Flat,2.9,Vile Parle East,modern property,Fully Furnished,2,0,yes
1250,1,3 BHK Flat,4.99,Dadar West,recent construction,Unfurnished,3,0,yes
860,2,2 BHK Flat,1.65,Kandivali East,recent construction,Semi Furnished,2,0,no
1150,2,2 BHK Flat,0.7,Virar West,recent construction,Semi Furnished,2,1,yes
750,2,2 BHK Flat,1.55,Malad East,modern property,Unfurnished,2,0,yes
1295,2,3 BHK Flat,4.6,Andheri West,modern property,Unfurnished,3,1,yes
900,2,2 BHK Flat,1.65,Andheri East,modern property,Semi Furnished,2,0,yes
500,2,1 BHK Flat,1.1,Malad West,recent construction,Semi Furnished,1,0,yes
2187,2,3 BHK Flat,4.75,Dadar West,recent construction,Unfurnished,3,1,yes
736,2,2 BHK Flat,2.25,Andheri West,new construction,Unfurnished,2,0,yes
650,2,2 BHK Flat,1.49,Kanjurmarg East,recent construction,Unfurnished,2,0,yes
425,1,1 BHK Flat,0.4,Goregaon East,modern property,Fully Furnished,1,1,yes
1100,2,2 BHK Flat,4.25,Santacruz West,recent construction,Semi Furnished,2,0,yes
1502,2,3 BHK Flat,3.85,Vikhroli West,modern property,Semi Furnished,3,1,yes
1121,2,2 BHK Flat,1.9,Chembur,recent construction,Unfurnished,2,0,yes
417,2,1 BHK Flat,1.1,Borivali West,new construction,Unfurnished,1,1,yes
1050,2,2 BHK Flat,1.85,Powai,recent construction,Semi Furnished,2,0,yes
1382,3,3 BHK Flat,3.08,Bhandup West,recent construction,Semi Furnished,3,3,yes
450,1,1 BHK Flat,0.65,Mulund West,recent construction,Semi Furnished,1,0,yes
720,2,2 BHK Flat,2.3,Jogeshwari West,new construction,Semi Furnished,2,1,yes
850,2,2 BHK Flat,1.75,Goregaon East,new construction,Semi Furnished,2,0,yes
700,2,1 BHK Flat,0.84,Malad West,recent construction,Unfurnished,1,0,yes
680,2,1 BHK Flat,0.95,Kandivali East,modern property,Semi Furnished,1,1,yes
475,2,1 BHK Flat,0.72,Kanjurmarg East,recent construction,Semi Furnished,1,0,no
1127,3,3 BHK Flat,3.6,Mulund West,recent construction,Semi Furnished,3,0,yes
850,2,2 BHK Flat,1.5,Andheri East,mid age property,Semi Furnished,2,0,yes
500,2,1 BHK Flat,1,Mulund East,modern property,Fully Furnished,1,0,yes
550,1,1 BHK Flat,1.25,Chembur,recent construction,Semi Furnished,1,0,no
800,2,1 BHK Flat,0.8,Mira Road East,recent construction,Unfurnished,1,3,no
775,2,2 BHK Flat,1.83,Borivali East,recent construction,Unfurnished,2,0,yes
2800,4,4 BHK Flat,8,Andheri East,recent construction,Semi Furnished,4,0,yes
555,1,1 BHK Flat,0.21,Nalasopara West,recent construction,Semi Furnished,1,3,yes
609,3,1 BHK Flat,0.32,Nalasopara West,recent construction,Unfurnished,1,0,yes
1190,2,2 BHK Flat,2.5,Powai,modern property,Unfurnished,2,0,yes
1000,2,3 BHK Flat,1.9,Malad West,recent construction,Semi Furnished,3,0,yes
2500,2,4 BHK Flat,12,Sion,recent construction,Semi Furnished,4,0,yes
1113,2,2 BHK Flat,3.13,Goregaon East,recent construction,Unfurnished,2,2,yes
2300,4,4 BHK Flat,9,Dadar East,recent construction,Semi Furnished,4,0,yes
883,2,2 BHK Flat,3.95,Byculla,new construction,Unfurnished,2,0,yes
600,1,1 BHK Flat,1,Borivali West,mid age property,Unfurnished,1,0,no
510,2,1 BHK Flat,1.15,Mulund West,new construction,Semi Furnished,1,0,yes
800,2,2 BHK Flat,1.6,Mulund West,new construction,Fully Furnished,2,0,yes
773,3,3 BHK Flat,2,Bhandup West,recent construction,Semi Furnished,3,1,yes
535,1,1 BHK Flat,0.25,Virar East,recent construction,Semi Furnished,1,1,yes
1000,2,2 BHK Flat,2.25,Goregaon West,recent construction,Unfurnished,2,1,no
1100,2,2 BHK Flat,2.05,Goregaon East,modern property,Unfurnished,2,0,yes
547,1,1 BHK Flat,0.34,Naigaon East,recent construction,Unfurnished,1,2,yes
1200,2,2 BHK Flat,2.5,Kandivali East,recent construction,Semi Furnished,2,3,yes
2670,4,4 BHK Flat,7.2,Sion,new construction,Semi Furnished,4,4,yes
2065,3,3 BHK Flat,10.33,Lower Parel,recent construction,Fully Furnished,3,3,yes
710,2,2 BHK Flat,0.75,Mira Road East,recent construction,Unfurnished,2,2,yes
480,2,1 BHK Flat,1.05,Borivali East,new construction,Fully Furnished,1,0,no
665,2,1 BHK Flat,1.7,Andheri West,modern property,Unfurnished,1,0,yes
1112,2,2 BHK Flat,2.25,Chembur,new construction,Unfurnished,2,1,yes
595,1,1 BHK Flat,0.27,Nalasopara West,recent construction,Unfurnished,1,2,yes
750,2,2 BHK Flat,2.5,Andheri West,new construction,Unfurnished,2,0,yes
900,2,2 BHK Flat,3.5,Khar West,modern property,Fully Furnished,2,0,no
550,2,2 BHK Flat,1.7,Andheri West,new construction,Unfurnished,2,0,yes
750,2,2 BHK Flat,1.05,Bhandup East,recent construction,Semi Furnished,2,1,yes
950,2,2 BHK Flat,1.7,Wadala East,modern property,Semi Furnished,2,0,yes
1188,2,2 BHK Flat,1.35,Mira Road East,new construction,Semi Furnished,2,2,yes
1330,3,3 BHK Flat,2.4,Kandivali East,recent construction,Unfurnished,3,0,yes
650,2,1 BHK Flat,1.25,Goregaon West,recent construction,Semi Furnished,1,0,yes
1200,3,3 BHK Flat,6.5,Byculla,new construction,Unfurnished,3,1,yes
1320,2,3 BHK Flat,3.51,Borivali East,mid age property,Semi Furnished,3,0,no
1650,3,3 BHK Flat,3.43,Mulund West,new construction,Unfurnished,3,1,yes
1164,2,2 BHK Flat,3.3,Sion,recent construction,Semi Furnished,2,1,yes
1380,3,3 BHK Flat,3.8,Borivali East,new construction,Unfurnished,3,0,yes
1250,1,3 BHK Flat,2.85,Andheri West,modern property,Unfurnished,3,0,yes
855,1,2 BHK Flat,1.98,Borivali West,new construction,Unfurnished,2,0,yes
1049,3,3 BHK Flat,6,Parel,recent construction,Unfurnished,3,0,yes
600,1,1 BHK Flat,1.08,Bhandup West,new construction,Semi Furnished,1,0,yes
893,1,2 BHK Flat,4.74,Lower Parel,recent construction,Semi Furnished,2,0,yes
1650,2,4 BHK Flat,4.52,Chembur,recent construction,Unfurnished,4,0,yes
1250,3,3 BHK Flat,2.75,Dahisar West,new construction,Unfurnished,3,1,yes
650,2,1 BHK Flat,1.1,Mulund East,new construction,Semi Furnished,1,0,no
2600,3,3 BHK Flat,8.1,Lower Parel,new construction,Fully Furnished,3,1,yes
1100,2,2 BHK Flat,1.05,Bhayandar East,new construction,Semi Furnished,2,3,yes
1600,3,3 BHK Flat,4.25,Borivali West,recent construction,Semi Furnished,3,0,yes
495,2,1 BHK Flat,1.1,Chembur,new construction,Unfurnished,1,0,yes
940,1,2 BHK Flat,0.42,Nalasopara West,recent construction,Semi Furnished,2,2,yes
621,2,2 BHK Flat,1.36,Bhandup West,recent construction,Unfurnished,2,1,yes
1500,2,3 BHK Flat,2.81,Powai,recent construction,Unfurnished,3,1,yes
1360,3,3 BHK Flat,2.9,Mulund West,new construction,Unfurnished,3,0,yes
560,1,1 BHK Flat,0.31,Naigaon East,recent construction,Semi Furnished,1,2,yes
1700,3,3 BHK Flat,3.2,Goregaon East,recent construction,Fully Furnished,3,1,yes
1450,2,3 BHK Flat,8.5,Lower Parel,recent construction,Unfurnished,3,1,yes
680,2,1 BHK Flat,1.49,Lower Parel,new construction,Unfurnished,1,0,no
987,1,3 BHK Flat,4.4,Goregaon East,recent construction,Semi Furnished,2,0,yes
1020,2,2 BHK Flat,0.95,Mira Road East,recent construction,Semi Furnished,2,2,yes
1000,2,2 BHK Flat,1.3,Borivali West,recent construction,Unfurnished,2,0,yes
1400,2,2 BHK Flat,1.3,Mira Road East,modern property,Fully Furnished,2,4,yes
610,2,1 BHK Flat,0.36,Virar West,new construction,Semi Furnished,1,1,yes
1000,2,2 BHK Flat,1.2,Kurla West,modern property,Semi Furnished,2,2,yes
1050,2,2 BHK Flat,0.89,Mira Road East,new construction,Semi Furnished,2,2,yes
870,2,2 BHK Flat,0.78,Thane West,recent construction,Semi Furnished,2,2,yes
950,2,3 BHK Flat,4.55,Goregaon East,recent construction,Semi Furnished,3,0,yes
880,2,2 BHK Flat,2.4,Sakinaka,modern property,Unfurnished,2,0,yes
787,2,2 BHK Flat,2.55,Kandivali East,recent construction,Semi Furnished,2,1,yes
696,2,2 BHK Flat,1.7,Mulund West,modern property,Unfurnished,2,0,yes
1800,3,3 BHK Flat,10.25,Malabar Hill,mid age property,Fully Furnished,3,0,yes
1596,2,3 BHK Flat,4.6,Sion,recent construction,Semi Furnished,3,2,yes
1100,3,2 BHK Flat,2.65,Santacruz East,modern property,Semi Furnished,2,0,yes
1312,3,3 BHK Flat,2.95,Malad East,new construction,Semi Furnished,3,1,yes
1470,3,3 BHK Flat,5.75,Matunga West,recent construction,Semi Furnished,3,0,yes
1105,3,3 BHK Flat,0.85,Goregaon East,recent construction,Semi Furnished,3,3,yes
575,1,1 BHK Flat,0.27,Nalasopara West,recent construction,Semi Furnished,1,1,yes
590,2,1 BHK Flat,0.4,Virar West,new construction,Unfurnished,1,2,yes
1300,2,3 BHK Flat,3.25,Chembur,recent construction,Unfurnished,3,0,yes
530,1,1 BHK Flat,0.8,Bhandup West,new construction,Unfurnished,1,0,yes
350,1,1 BHK Flat,1.25,Parel,recent construction,Unfurnished,1,0,yes
996,2,2 BHK Flat,1.92,Kandivali East,new construction,Unfurnished,2,0,yes
500,1,1 BHK Flat,0.36,Virar West,modern property,Semi Furnished,1,2,yes
1250,2,2 BHK Flat,3.35,Powai,new construction,Semi Furnished,2,1,yes
700,2,1 BHK Flat,0.8,Mira Road East,recent construction,Semi Furnished,1,3,no
620,1,1 BHK Flat,0.29,Virar West,recent construction,Unfurnished,1,1,yes
580,2,1 BHK Flat,0.93,Kandivali West,recent construction,Unfurnished,1,0,yes
1049,3,3 BHK Flat,2.96,Mulund West,recent construction,Semi Furnished,3,0,yes
1200,2,2 BHK Flat,2.6,Andheri East,recent construction,Semi Furnished,2,2,yes
937,2,2 BHK Flat,1.4,Malad East,recent construction,Semi Furnished,2,0,yes
840,1,2 BHK Flat,0.28,Boisar,recent construction,Unfurnished,2,3,yes
713,2,2 BHK Flat,2,Chembur,recent construction,Semi Furnished,2,0,yes
677,1,1 BHK Flat,1.8,Sion,recent construction,Semi Furnished,1,2,yes
900,2,2 BHK Flat,0.9,Mira Road East,recent construction,Unfurnished,2,4,no
650,1,1 BHK Flat,0.78,Bhayandar West,modern property,Semi Furnished,1,0,yes
400,2,1 BHK Flat,0.9,Ghatkopar East,new construction,Semi Furnished,1,0,yes
780,2,2 BHK Flat,1.65,Kandivali East,recent construction,Fully Furnished,2,1,yes
490,1,1 BHK Flat,1.15,Andheri East,recent construction,Semi Furnished,1,0,no
1200,3,3 BHK Flat,4.65,Vile Parle West,recent construction,Semi Furnished,3,0,yes
900,2,2 BHK Flat,2.45,Kandivali West,recent construction,Unfurnished,2,0,yes
850,2,2 BHK Flat,1.81,Kandivali West,modern property,Fully Furnished,2,1,no
500,1,1 BHK Flat,0.23,Nalasopara West,modern property,Unfurnished,1,1,yes
1920,3,4 BHK Flat,4,Wadala East,modern property,Semi Furnished,4,0,yes
520,2,1 BHK Flat,0.97,Goregaon West,recent construction,Unfurnished,1,1,no
1305,3,3 BHK Flat,3.2,Goregaon West,new construction,Semi Furnished,3,4,yes
1450,5,3 BHK Flat,5,Santacruz East,new construction,Semi Furnished,3,4,yes
780,2,2 BHK Flat,2.28,Mulund West,recent construction,Semi Furnished,2,0,yes
1015,2,2 BHK Flat,2.1,Kandivali East,modern property,Semi Furnished,2,2,yes
400,1,1 BHK Flat,0.45,Dahisar East,modern property,Unfurnished,1,2,yes
500,2,1 BHK Flat,0.88,Bhandup West,recent construction,Unfurnished,1,0,no
1041,2,2 BHK Flat,0.94,Thane West,recent construction,Unfurnished,2,1,yes
575,1,1 BHK Flat,1.4,Ghatkopar East,recent construction,Semi Furnished,1,0,no
650,1,1 BHK Flat,1.25,Powai,recent construction,Unfurnished,1,0,yes
1600,2,3 BHK Flat,6.7,Mahalakshmi,new construction,Semi Furnished,3,0,yes
950,2,2 BHK Flat,0.36,Naigaon East,recent construction,Semi Furnished,2,0,yes
785,2,2 BHK Flat,1.7,Borivali West,recent construction,Semi Furnished,2,0,yes
1265,3,3 BHK Flat,0.85,Virar West,recent construction,Unfurnished,3,3,no
2500,4,4 BHK Flat,10.33,Santacruz West,new construction,Semi Furnished,4,0,yes
350,2,1 BHK Flat,0.9,Chembur,recent construction,Unfurnished,1,0,no
1400,3,3 BHK Flat,3.4,Andheri West,recent construction,Unfurnished,3,1,yes
710,2,2 BHK Flat,2,Lower Parel,new construction,Semi Furnished,2,1,yes
1250,3,3 BHK Flat,3.7,Goregaon West,recent construction,Semi Furnished,3,2,yes
550,2,1 BHK Flat,0.85,Dahisar West,mid age property,Unfurnished,1,0,no
1880,3,3 BHK Flat,4.92,Vikhroli East,recent construction,Semi Furnished,3,0,yes
550,2,1 BHK Flat,1,Mulund East,mid age property,Semi Furnished,1,0,no
680,2,2 BHK Flat,1.11,Dahisar East,mid age property,Semi Furnished,2,0,yes
1025,2,2 BHK Flat,4,Bandra West,mid age property,Fully Furnished,2,0,yes
720,2,2 BHK Flat,1.75,Borivali East,modern property,Unfurnished,2,0,yes
1060,2,2 BHK Flat,0.95,Mira Road East,new construction,Semi Furnished,2,4,yes
450,2,1 BHK Flat,0.99,Malad West,new construction,Unfurnished,1,0,no
885,2,2 BHK Flat,0.62,Virar West,new construction,Semi Furnished,2,2,yes
650,3,3 BHK Flat,3.04,Prabhadevi,recent construction,Semi Furnished,3,0,no
550,2,1 BHK Flat,1.05,Mulund East,recent construction,Unfurnished,1,0,yes
375,1,1 BHK Flat,0.6,Kurla West,new construction,Semi Furnished,1,0,no
950,2,2 BHK Flat,1.65,Mulund West,recent construction,Unfurnished,2,1,yes
1500,4,4 BHK Flat,4.29,Malad West,new construction,Unfurnished,4,0,yes
396,2,1 BHK Flat,0.45,Mira Road East,new construction,Unfurnished,1,1,yes
600,1,1 BHK Flat,1.1,Kandivali West,recent construction,Unfurnished,1,0,yes
560,1,1 BHK Flat,0.28,Nalasopara West,recent construction,Semi Furnished,1,3,yes
988,3,3 BHK Flat,2.1,Malad West,new construction,Unfurnished,3,3,yes
890,2,3 BHK Flat,3.86,others,recent construction,Semi Furnished,3,0,yes
610,2,1 BHK Flat,0.34,Naigaon East,recent construction,Unfurnished,1,1,yes
1000,2,2 BHK Flat,2.65,Powai,recent construction,Unfurnished,2,1,yes
1700,3,3 BHK Flat,3.6,Malad West,modern property,Semi Furnished,3,1,yes
1080,2,2 BHK Flat,1.93,Malad East,recent construction,Semi Furnished,2,0,yes
1550,3,3 BHK Flat,6.5,Dadar West,recent construction,Fully Furnished,3,3,yes
2100,4,4 BHK Flat,4.75,Chembur,recent construction,Semi Furnished,4,0,yes
1350,3,3 BHK Flat,5.25,Lower Parel,recent construction,Semi Furnished,3,0,yes
675,2,1 BHK Flat,0.63,Mira Road East,recent construction,Semi Furnished,1,3,yes
2100,1,4 BHK Flat,9.6,Santacruz West,new construction,Unfurnished,4,0,yes
1080,2,2 BHK Flat,2.31,Mulund West,recent construction,Unfurnished,2,0,yes
600,2,1 BHK Flat,0.96,Powai,modern property,Semi Furnished,1,0,yes
2500,4,3 BHK Flat,13.5,Andheri West,recent construction,Fully Furnished,3,1,yes
880,2,2 BHK Flat,2.15,Powai,recent construction,Semi Furnished,2,0,yes
1500,3,3 BHK Flat,4.5,Borivali East,recent construction,Unfurnished,3,0,yes
888,2,2 BHK Flat,2.58,Powai,recent construction,Fully Furnished,2,1,yes
